Id,Name*,Description,Flavour*,Comments,StatsText,Size, Level, Slot, price,Empire,Federation,Trading Guild,Pirates,Neutral,Void,Ancient Miners,In Game,AI Only,
SmallRapidGenerator,Rapid Reactor,Provides energy for ship systems.#nl{}Sacrifice capacity for greater generation speed.,,Pending,"Capacity: #color{0,0,255}1500#dcolor{}\n\nGeneration: #color{255,255,0}300#dcolor{} / s\n",Small,11,Generator,1500,No,No,No,No,Yes,,,,,
MediumExpandedGenerator,Medium Reactor,Provides energy for ship systems.,,Pending,"Capacity: #color{0,0,255}6000#dcolor{}\n\nGeneration: #color{255,255,0}500#dcolor{} / s\n",Medium,11,Generator,4000,No,No,No,No,Yes,,,,,
MediumRapidGenerator,Medium Rapid Reactor,Provides energy for ship systems.#nl{}Sacrifice capacity for greater generation speed.,,Pending,"Capacity: #color{0,0,255}3500#dcolor{}\n\nGeneration: #color{255,255,0}750#dcolor{} / s\n",Medium,11,Generator,4500,No,No,No,No,Yes,,,,,
SmallShield,Small Shield,,,Pending,"Capacity: #color{0,0,255}1500#dcolor{}\n\nGeneration: #color{0,0,255}120#dcolor{} / s\n\nDisrupted Generation: #color{0,0,255}15#dcolor{} / s\n\nRecovery Time: #color{255,0,0}10#dcolor{} s\n",Small,11,Shield,100,No,No,No,No,Yes,,,,,
SmallQuickShield,Small Quick Shield,,,Pending,"Capacity: #color{0,0,255}900#dcolor{}\n\nGeneration: #color{0,0,255}150#dcolor{} / s\n\nDisrupted Generation: #color{0,0,255}30#dcolor{} / s\n\nRecovery Time: #color{255,0,0}6#dcolor{} s\n",Small,11,Shield,200,No,No,No,No,Yes,,,,,
SmallTurtleShield,Small Turtle Shield,,,Pending,"Capacity: #color{0,0,255}2500#dcolor{}\n\nGeneration: #color{0,0,255}100#dcolor{} / s\n\nRecovery Time: #color{255,0,0}18#dcolor{} s\n",Small,11,Shield,300,No,No,No,No,Yes,,,,,
MediumShield,Medium Shield,,,Pending,"Capacity: #color{0,0,255}4000#dcolor{}\n\nGeneration: #color{0,0,255}300#dcolor{} / s\n\nDisrupted Generation: #color{0,0,255}40#dcolor{} / s\n\nRecovery Time: #color{255,0,0}10#dcolor{} s\n",Medium,11,Shield,400,No,No,No,No,Yes,,,,,
MediumQuickShield,Medium Quick Shield,,,Pending,"Capacity: #color{0,0,255}2100#dcolor{}\n\nGeneration: #color{0,0,255}400#dcolor{} / s\n\nDisrupted Generation: #color{0,0,255}120#dcolor{} / s\n\nRecovery Time: #color{255,0,0}5.5#dcolor{} s\n",Medium,11,Shield,500,No,No,No,No,Yes,,,,,
MediumTurtleShield,Medium Turtle Shield,,,Pending,"Capacity: #color{0,0,255}7000#dcolor{}\n\nGeneration: #color{0,0,255}280#dcolor{} / s\n\nDisrupted Generation: #color{0,0,255}10#dcolor{} / s\n\nRecovery Time: #color{255,0,0}25#dcolor{} s\n",Medium,11,Shield,600,No,No,No,No,Yes,,,,,
LargeShield,Large Shield,,,Pending,"Capacity: #color{0,0,255}10000#dcolor{}\n\nGeneration: #color{0,0,255}700#dcolor{} / s\n\nDisrupted Generation: #color{0,0,255}100#dcolor{} / s\n\nRecovery Time: #color{255,0,0}10#dcolor{} s\n",Large,11,Shield,700,No,No,No,No,Yes,,,,,
LargeQuickShield,Large Quick Shield,,,Pending,"Capacity: #color{0,0,255}5000#dcolor{}\n\nGeneration: #color{0,0,255}800#dcolor{} / s\n\nDisrupted Generation: #color{0,0,255}300#dcolor{} / s\n\nRecovery Time: #color{255,0,0}5#dcolor{} s\n",Large,11,Shield,800,No,No,No,No,Yes,,,,,
LargeTurtleShield,Large Turtle Shield,,,Pending,"Capacity: #color{0,0,255}22000#dcolor{}\n\nGeneration: #color{0,0,255}620#dcolor{} / s\n\nDisrupted Generation: #color{0,0,255}50#dcolor{} / s\n\nRecovery Time: #color{255,0,0}30#dcolor{} s\n",Large,11,Shield,900,No,No,No,No,Yes,,,,,
FireTrailSprint,Fire Trail Sprint,An engine which leaves behind a damaging trail.,,Original: Accelerates your ship in explosive bursts; leaves a damaging trail\n\nMax Speed: 30#Image{Speed}\nForce: 6,,Small,3,Engine,1100,Yes,No,No,No,No,,,,,
SmallRotationEngine0,Stock Reaction Wheel,Rotates the ship.,#hcolor{}Basic items can be crafted with no cost and will be removed from inventory on sorting#dcolor{}.,,,Small,0,Rotation,0,No,No,No,No,Yes,,,,,
SmallRotationEngine1,Reaction Wheel I,Rotates the ship.,,,,Small,1,Rotation,480,No,No,No,No,Yes,,,,,
SmallRotationEngine2,Reaction Wheel II,Rotates the ship.,,,,Small,2,Rotation,900,No,No,No,No,Yes,,,,,
SmallRotationEngine3,Reaction Wheel III,Rotates the ship.,,,,Small,4,Rotation,900,No,No,No,No,Yes,,,,,
MediumRotationEngine1,Medium Gyroscope I,Rotates the ship.,,\n\nRotation force: 80,,Medium,1,Rotation,800,No,No,No,No,Yes,,,,,
MediumRotationEngine2,Medium Gyroscope II,Rotates the ship.,,\n\nRotation force: 120,,Medium,2,Rotation,1200,No,No,No,No,Yes,,,,,
MediumRotationEngine3,Medium Gyroscope III,Rotates the ship.,,\n\nRotation force: 160,,Medium,3,Rotation,2400,No,No,No,No,Yes,,,,,
ChainGun1,Fast Chain Gun,Shoots energy blasts in bursts,,Pending,"Damage: #color{255,0,0}15#dcolor{}\nEnergy Consumption: #color{255,255,0}20#dcolor{}\nCooldown: #color{255,255,0}0.25#dcolor{} Sec\nShots per burst: #color{255,0,0}2#dcolor{}\nDPS: #color{255,0,0}120#dcolor{}\nRange:1750",Small,1,"Weapon, Turret",450,,,,,,,,,,
ChainGun2,Fusion Blaster,Fires high-energy fusion bursts,,Pending,"Damage: #color{255,0,0}51#dcolor{}\nEnergy Consumption: #color{255,255,0}60#dcolor{}\nCooldown: #color{255,255,0}0.33#dcolor{} Sec\nDPS: #color{255,0,0}153#dcolor{}\nRange:1750",Small,2,"Weapon, Turret",600,,,,,,,,,,
ChainGun3,Fast Fusion Blaster,Fires high-energy fusion bursts,,Pending,"Damage: #color{255,0,0}51#dcolor{}\nEnergy Consumption: #color{255,255,0}60#dcolor{}\nCooldown: #color{255,255,0}0.33#dcolor{} Sec\nShots per burst: #color{255,0,0}2#dcolor{}\nDPS: #color{255,0,0}306#dcolor{}\nRange:1925",Small,3,"Weapon, Turret",750,,,,,,,,,,
ChainGun4,Heavy Gun,Fires a massive ball of energy,,Pending,"Damage: #color{255,0,0}150#dcolor{}\nEnergy Consumption: #color{255,255,0}140#dcolor{}\nCooldown: #color{255,255,0}0.58#dcolor{} Sec\nDPS: #color{255,0,0}257#dcolor{}\nRange:1800",Small,4,"Weapon, Turret",900,Yes,No,No,No,No,,,,,
ChainGun5,Fast Heavy Gun,Fires a massive ball of energy,,Pending,"Damage: #color{255,0,0}150#dcolor{}\nEnergy Consumption: #color{255,255,0}140#dcolor{}\nCooldown: #color{255,255,0}0.42#dcolor{} Sec\nShots per burst: #color{255,0,0}2#dcolor{}\nDPS: #color{255,0,0}720#dcolor{}\nRange:2025",Small,5,"Weapon, Turret",1050,Yes,No,No,No,No,,,,,
SlowHeavyGun,Slow Heavy Gun,Fires a slow moving plasma ball,,Pending,"\nEnergy Consumption: #color{255,255,0}140#dcolor{}\nCooldown: #color{255,255,0}1#dcolor{} Sec\nRange:2400",Small,2,"Weapon, Turret",900,Yes,No,No,No,No,,,,,
OmegaGun,Omega Gun,A deadly gun that fires high energy bolts,This gun was developed by the Void evolutionary algorithm ,Rework,"Damage: #color{255,0,0}150#dcolor{}\nEnergy Consumption: #color{255,255,0}140#dcolor{}\nCooldown: #color{255,255,0}0.08#dcolor{} Sec\nDPS: #color{255,0,0}1800#dcolor{}\nRange:0",Small,11,"Weapon, Turret",2050,No,No,No,No,No,Yes,,,,
